long,str,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,long,
11556,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_SCYTHE_1.MDX",0,0,0,0,0,0,0,0,0,0,-1.30449998379,-0.0857679992914,-0.36388400197,1.30449998379,0.0857679992914,0.36388400197,0,
11557,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_SWORD_1.MDX",0,0,0,0,0,0,0,0,0,0,-0.646587014198,-0.0862440019846,-0.43354600668,1.56833899021,0.0929690003395,0.209117993712,0,
11558,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_EGGS_1.MDX",0,28725,0,0,0,0,0,0,0,0,-0.847082018852,-1.01809096336,-0.00947500020266,0.845727026463,1.01873099804,0.760766029358,0,
11559,"WORLD\EXPANSION04\DOODADS\MOGU\ANCIENTMOGU_BURIAL_URN_02.MDX",0,30020,0,0,0,0,0,0,0,0,-1.08846402168,-0.632619023323,-0.242248997092,0.791655004025,0.912379980087,0.442072987556,0,
11560,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_EGGS_1_CRACKED.MDX",0,0,0,0,0,0,0,0,0,0,-0.846405029297,-1.01841104031,-0.00947500020266,0.846405029297,1.01841104031,0.760766029358,0,
11561,"WORLD\EXPANSION04\DOODADS\TURTLEZONE\LEAFYBUSH\TU_LEAFYBUSH07.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11562,"WORLD\EXPANSION04\DOODADS\TURTLEZONE\LEAFYBUSH\TU_LEAFYBUSH10.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11563,"WORLD\EXPANSION04\DOODADS\PANDAREN\CRATE\PA_CRATE_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11564,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_02BROKEN_BASESNOW.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11565,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11566,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11567,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11568,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11569,"WORLD\DUNGEON\SHADOWPANHIDEOUT\PA_SHADOWPAN_ARENAGATE_01.MDX",0,28727,0,28726,0,0,0,0,0,0,-1.21115005016,-9.25638008118,-0.178286999464,1.18858194351,9.25506973267,12.3822317123,0,
11570,"WORLD\EXPANSION04\DOODADS\JINYU\JINYU_WEAPON_RACK_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.666227996349,-1.27905094624,-0.0610359981656,0.820743978024,1.27906095982,3.27963805199,0,
11571,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11572,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11573,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11574,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11575,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_TILE_FIRE.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11576,"WORLD\EXPANSION01\DOODADS\GENERIC\BLOODELF\TABLES\BE_TABLE_LARGE03.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11577,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_TILE_CLOUD.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11578,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_TILE_SPEAR.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11579,"WORLD\EXPANSION04\DOODADS\HOZU\HZ_CAGE_01.MDX",0,29226,0,29225,0,0,0,0,0,0,-1.44410300255,-1.35873901844,-0.0605870001018,1.24083304405,1.35024702549,3.3735909462,0,
11580,"WORLD\EXPANSION04\DOODADS\TURTLEZONE\LEAFYBUSH\TU_LEAFYBUSH11.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11581,"WORLD\EXPANSION04\DOODADS\PANDAREN\KUNLAI\PA_KUNLAIROADSIGN_SIGN_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11582,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_04GOLDBASE.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11583,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_03GOLDBASE.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11584,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_03BROKEN_BASE.MDX",0,0,0,0,0,0,0,0,0,0,-0.74195599556,-0.76971000433,-0.131035998464,0.800602972507,0.772849023342,3.09262108803,0,
11585,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOOKS\PA_BOOK_OPEN_08.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11586,"WORLD\EXPANSION04\DOODADS\PANDAREN\ALCHEMY\PA_ALCHEMY_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11587,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOOKS\PA_BOOK_07.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11588,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOOKS\PA_BOOK_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11589,"WORLD\EXPANSION04\DOODADS\PANDAREN\SCROLL\PA_SCROLL_HUGE_03.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11590,"WORLD\EXPANSION04\DOODADS\MOGU\ANCIENTMOGU_BURIAL_URN_01.MDX",0,30020,0,30020,0,0,0,0,0,0,-1.03476202488,-1.04245698452,-0.00313499988988,0.981122016907,0.973478972912,1.44742298126,0,
11591,"WORLD\EXPANSION04\DOODADS\PANDAREN\KUNLAI\PA_KUNLAIROADSIGN_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11592,"SPELLS\SPELL_DAGGER.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11593,"WORLD\EXPANSION04\DOODADS\JINYU\JINYU_RAFT_01.MDX",0,0,0,0,0,0,0,0,0,0,-2.51412606239,-1.99348795414,-0.070940002799,2.51666498184,1.99356997013,6.68864583969,0,
11594,"WORLD\EXPANSION02\DOODADS\ZULDRAK\TREES\ZULDRAK_BUSH_07.MDX",0,0,0,0,0,0,0,0,0,0,-4.23955583572,-4.1443400383,-0.507341980934,4.82273578644,2.42966794968,13.4470710754,0,
11595,"WORLD\EXPANSION02\DOODADS\ICECROWN\LAB ITEMS\ICECROWN_LABTABLE_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11596,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOOKS\PA_BOOK_OPEN_07.MDX",0,0,0,0,0,0,0,0,0,0,-0.797535002232,-1.01569700241,-0.0088149998337,0.816698014736,1.04980897903,0.30309599638,0,
11597,"WORLD\EXPANSION02\DOODADS\ICECROWN\LAB ITEMS\ICECROWN_LABTABLE_03.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11598,"WORLD\EXPANSION02\DOODADS\GENERIC\FORSAKEN\FK_CHEMISTRYSET_FORBUILDING_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11599,"WORLD\EXPANSION02\DOODADS\GENERIC\SCOURGE\SC_PLAGUEBARREL.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11600,"WORLD\EXPANSION02\DOODADS\GENERIC\SCOURGE\SC_BARREL_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11601,"WORLD\AZEROTH\KARAZAHN\PASSIVEDOODADS\BARREL\KARAZAHNBARREL01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11602,"WORLD\EXPANSION04\DOODADS\HOZU\HZ_CAMP_FIRE_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.797850012779,-0.825152993202,-0.390830993652,0.818786978722,0.827147006989,1.77583301067,0,
11603,"WORLD\EXPANSION04\DOODADS\HOZU\HZ_CAMP_FIRE_02.MDX",0,0,0,0,0,0,0,0,0,0,-0.797850012779,-0.825152993202,-0.390830993652,0.818786978722,0.827147006989,1.77583301067,0,
11604,"WORLD\EXPANSION04\DOODADS\PANDAREN\STOOL\PA_STOOL_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11605,"SPELLS\SHIELD_2H_OUTLANDRAID_D_07_SPELL.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11606,"WORLD\EXPANSION04\DOODADS\BEDROLL_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11607,"WORLD\EXPANSION04\DOODADS\BEDROLL_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11608,"SPELLS\SPELL_2H_OUTLANDRAIDSHIELD.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11609,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_CENTERPIECE_1.MDX",0,0,0,0,0,0,0,0,0,0,-1.73470795155,-4.70161390305,-4.11260890961,1.73470795155,4.70161390305,10.0788154602,0,
11610,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_THRONE_PILLAR.MDX",0,0,0,0,0,0,0,0,0,0,-1.68411004543,-1.68410396576,-0.542837977409,1.68409800529,1.68410396576,6.03776407242,0,
11611,"WORLD\EXPANSION02\DOODADS\ZULDRAK\TREES\ZULDRAK_BUSH_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11612,"WORLD\EXPANSION02\DOODADS\ZULDRAK\TREES\ZULDRAK_BUSH_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11613,"WORLD\EXPANSION04\DOODADS\TOWNLONG\GIANTTREE\MZ_GIANTTREEROOTS05.MDX",0,0,0,0,0,0,0,0,0,0,-31.3871116638,-12.985868454,-19.2781009674,31.3871231079,12.9858694077,18.4115486145,0,
11614,"WORLD\KALIMDOR\SILITHUS\PASSIVEDOODADS\SILITHIDTANKHUSKS\SILITHIDTANKHUSKLEG.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11615,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_ORB02.MDX",0,0,0,0,0,0,0,0,0,0,-1.57614505291,-0.705003023148,-0.000479000009364,3.4309360981,4.34222698212,5.09350013733,0,
11616,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_ORB03.MDX",0,0,0,0,0,0,0,0,0,0,-1.32258999348,-0.915093004704,0.071362003684,1.78427696228,1.87996697426,3.98347401619,0,
11617,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_ORB04.MDX",0,0,0,0,0,0,0,0,0,0,-1.55960702896,-2.782777071,0.0,1.50785899162,1.74161803722,4.63138723373,0,
11618,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_ORB01.MDX",0,0,0,0,0,0,0,0,0,0,-1.8009480238,-3.7861969471,0.0,3.07726407051,1.73326599598,7.83611392975,0,
11621,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_ALTAR_01RUIN.MDX",0,0,0,0,0,0,0,0,0,0,-2.24381399155,-3.85290408134,-0.309688985348,2.24352097511,3.85324001312,1.38236403465,0,
11622,"WORLD\KALIMDOR\HYJAL\PASSIVEDOODADS\ROCKS\HYJALROCK04.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11623,"WORLD\EXPANSION04\DOODADS\KUNLAISUMMIT\KLS_ROCKS_06.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11624,"WORLD\EXPANSION02\DOODADS\NEXUS\NEXUS_SIGIL_ORANGE_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11625,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_BRAZIER_FLOOR-BLUEFLAME_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.34763896465,-1.36369097233,0.003971000202,1.36119198799,1.34513902664,2.36914491653,0,
11626,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11627,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11628,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11629,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11630,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11631,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11632,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11633,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11634,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_ANCIENT_DOORWAY03.MDX",0,27015,0,27016,0,0,0,0,0,0,-1.45913803577,-8.92624855042,-6.00000021223e-006,1.58144295216,8.92624568939,31.4135532379,0,
11635,"SPELLS\DRUID_WRATH_MISSILE_V2.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11636,"ITEM\OBJECTCOMPONENTS\WEAPON\SWORD_2H_PANPROG_B_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11637,"WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\ZULDRAK_GEM_WHITE_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11638,"WORLD\DUNGEON\CHALLENGE\CHALLENGEMODE_WALL_FLAT.MDX",0,29954,0,0,0,0,0,0,0,0,-0.449115991592,-8.19927120209,-0.353083997965,0.454306006432,8.08675956726,8.25241374969,0,
11639,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_MOGUSHANVAULTS02.MDX",0,31688,0,30249,0,0,0,0,0,0,-0.997466981411,-1.65533804893,0.305352002382,0.750774979591,0.891762971878,3.20454502106,0,
11640,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_MOGUSHANVAULTS01.MDX",0,31688,0,31686,0,0,0,0,0,0,-0.591956019402,-1.0545630455,0.305352002382,0.675016999245,1.02122402191,2.77610707283,0,
11641,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_MOGUSHANVAULTS04.MDX",0,31688,0,30254,0,0,0,0,0,0,-0.715699970722,-1.39588999748,0.305352002382,0.556383013725,1.02356100082,2.77610707283,0,
11642,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_MOGUSHANVAULTS03.MDX",0,31688,0,30251,0,0,0,0,0,0,-1.00947999954,-1.65862095356,0.305352002382,0.713895976543,0.891762971878,3.11461591721,0,
11643,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_CAGE_1.MDX",0,28728,0,28729,0,0,0,0,0,0,-2.25770711899,-2.2577059269,-0.0818609967828,2.25770497322,2.25770711899,8.01799297333,0,
11644,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_AMBERPIECE02.MDX",0,0,0,0,0,0,0,0,0,0,-0.458079993725,-0.329232007265,0.0,0.457762986422,0.329232990742,3.37549495697,0,
11645,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_AMBERPOOL.MDX",0,0,0,0,0,0,0,0,0,0,-1.42389500141,-1.46786499023,0.0,1.42389500141,1.56424796581,0.436973005533,0,
11646,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_AMBERPIECE01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11647,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOAT\PA_BOAT_BROKENHULL_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11648,"WORLD\EXPANSION04\DOODADS\PANDAREN\WOOD_RETAINING_POSTS\PA_WOOD_RETAINING_WALLS.MDX",0,0,0,0,0,0,0,0,0,0,-6.60903310776,-6.3356719017,-0.185963004827,6.84827709198,3.71634197235,10.9803752899,0,
11649,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\MEAT\MEAT_03.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11650,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\BOOKSHELVES\BOOKSHELFDWARVENORNATE02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11651,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\BOOKSHELVES\BOOKSHELFDWARVENAVERAGE03.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11652,"WORLD\KALIMDOR\SILITHUS\PASSIVEDOODADS\CRYSTALS\FLOATINGPURPLECRYSTALBROKEN01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11653,"WORLD\KALIMDOR\SILITHUS\PASSIVEDOODADS\CRYSTALS\FLOATINGPURPLECRYSTALBROKEN03.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11654,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11655,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11656,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11657,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11658,"WORLD\DUNGEON\GREATWALL\PA_ARROWS_02STACK.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11659,"WORLD\EXPANSION03\DOODADS\DEEPHOLM\CRYSTALS\DEEPHOLM_CRYSTALBLOCK03_ORANGE.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11660,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\STORMWIND\STORMWIND_BRICK_04.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11661,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\STORMWIND\STORMWIND_BRICK_03.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11662,"WORLD\EXPANSION02\DOODADS\GENERIC\TITAN\TI_BLOCK01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11663,"SPELLS\UNITCUBE.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11664,"WORLD\DUNGEON\SHADOWPANHIDEOUT\PA_SHADOWPAN_CONTAINMENT_FX.MDX",0,31104,0,0,0,0,0,0,0,0,-11.0116090775,-11.0116090775,-0.0555789992213,11.0116090775,11.0116090775,42.5702323914,0,
11665,"WORLD\GENERIC\PASSIVEDOODADS\WEAPONS\BOW_NORTHREND_B_03.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11666,"ITEM\OBJECTCOMPONENTS\WEAPON\HAMMER_2H_MOGU_B_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11667,"WORLD\EXPANSION03\DOODADS\STRANGLETHORNDIAMONDMINE\DIAMONDMINE_MINEDEPOT.MDX",0,28485,0,28904,0,0,0,0,0,0,-4.52942800522,-4.73890781403,-1.70528495312,4.52942705154,6.40279912949,4.79079198837,0,
11668,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11669,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11670,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11671,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.12166905403,-1.12167000771,0.00170999998227,1.12166905403,1.12167000771,1.57654595375,0,
11672,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_HEARTFLOWER02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11673,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_HEARTFLOWER01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11675,"WORLD\EXPANSION02\DOODADS\ZULDRAK\TREES\ZULDRAK_BUSH_07_INT.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11676,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_PURPLEBUSH01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11677,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_PURPLEBUSH02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11678,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11679,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11680,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11681,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11682,"WORLD\EXPANSION04\DOODADS\PANDAREN\COOKWARE\PA_OVEN_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.62008905411,-1.62038505077,-0.0471710003912,1.62008905411,1.61979198456,2.02359604836,0,
11683,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_WARWAGON.MDX",0,0,0,0,0,0,0,0,0,0,-9.39697265625,-5.31159114838,-0.415547996759,7.44231796265,5.25500202179,8.76686096191,641,
11684,"WORLD\EXPANSION04\DOODADS\PANDAREN\HAYBALE\PA_HAYBALE_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11685,"WORLD\DUNGEON\GREATWALL\PA_ARROWS_01STACK.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
